Number;Start time in milliseconds;End time in milliseconds;"Text"
500;2171960;2176480;"<i>He decapitated her and daubed the</i>
<i>glyph symbol on the walls with her blood.</i>"
501;2176840;2178440;"<i>After his arrest, he told police</i>"
502;2178520;2182640;"<i>we exist within</i>
<i>multiple parallel realities at once.</i>"
503;2183040;2187360;"<i>One reality for each possible course</i>
<i>of action we might take in life.</i>"
504;2187840;2190040;"<i>Whatever we choose to do</i>
<i>in this existence,</i>"
505;2190120;2193640;"<i>there’s another one out there</i>
<i>in which we’re doing quite the opposite.</i>"
506;2199680;2203360;"<i>If you follow that line of thinking</i>
<i>to its logical conclusion,</i>"
507;2203440;2206160;"<i>then you're absolved of any guilt</i>
<i>from your actions.</i>"
508;2207800;2209680;"<i>But they're not even your actions.</i>"
509;2210680;2211920;"<i>It's out of your control.</i>"
510;2214280.0001;2217800;"<i>Your fate has been dictated,</i>
<i>it's out of your hands.</i>"
511;2220520;2221920;"<i>So, why not commit murder?</i>"
512;2223320;2224640;"<i>Maybe that's what destiny wants.</i>"
513;2226120;2227320;"<i>You're just a puppet.</i>"
514;2228920;2230280.0001;"<i>You're not in control.</i>"
515;2274600;2275680;"[mum] <i>Stefan?</i>"
516;2331240;2333840;"[mum] <i>Yes, and so what, Rabbit's a toy.</i>"
517;2333920;2335680;"[dad]
<i>A baby's toy that he takes everywhere.</i>"
518;2335760.0001;2336600;"[mum] <i>He's five.</i>"
519;2336680;2338840;"[dad] <i>And by five,</i>
<i>he should've stopped playing with dolls.</i>"
520;2338920;2341000;"-[mum] <i>It's not a doll.</i>
-If he takes it to your parents,"
521;2341080;2343480;"I'm going to have to withstand
another lecture from your dad"
522;2343560;2345600;"-about permissive child-rearing.
-Oh, for God's sake."
523;2345680;2348120;"I'm sorry, look,
I am going to do something about this."
524;2362880;2363840;"-[door slams]
-[locking]"
525;2363920;2366040;"[gasps]"
526;2383280.0001;2384280.0001;"[beeps]"
527;2414600;2415440;"No!"
528;2419040;2420400;"Who's doing this to me?"
529;2421040;2422520;"I know there's someone there."
530;2424400;2426240;"-Who's there?
-[high-pitched whirring]"
531;2426440;2427720;"Who are you?"
532;2430200;2432080;"Just give me a sign."
533;2433560;2436000;"Come on. If there's someone there,
just give me a sign."
534;2436080;2437440;"Will you give me a sign?"
535;2437920;2441280.0001;"I know there's someone there.
Just give me a fucking sign."
536;2444600;2445640;"[beeps]"
537;2451280.0001;2452600;"Fucking hell."
538;2457960;2461440;"Who... What the fuck is Netflix?"
539;2468640;2470280.0001;"Seriously, what does that mean?"
540;2483840;2486880;"I don't know what that means."
541;2493640;2496760.0001;"You're not making any sense.
Can you make sense?"
542;2511320;2513440;"I don't understand. I-I don't understand."
543;2514520;2515640;"[beeps]"
544;2515880;2517240;"[dad] Who are you talking to?"
545;2518960;2519880;"It'll sound crazy."
546;2520600;2522240;"Well, tell me anyway."
547;2522680;2524600;"I'm being controlled by someone
from the future."
548;2529040;2529880;"What?"
549;2530480;2534000;"I'm being controlled
by someone from the future."
550;2536720;2539600;"-Shall I ring Dr. Haynes?
-Yes, please."
551;2548440;2553160;"So, you're being controlled
by someone on Netflix."
552;2553480;2557800;"-What is Netflix? Is it a planet?
-I don't know, it..."
553;2558160;2561600;"It's some sort
of future entertainment thing."
554;2561680;2564280.0001;"-Like a computer game?
-I don't know."
555;2565840;2568680;"It's from the 21st Century, they said."
556;2569240;2572400;"OK, well,
let's try to pick it apart logically,"
557;2572480;2576160;"to see if we can define
if this is reality or delusion."
558;2576440;2579720;"-It's not a delusion.
-OK, let's go through it."
559;2581120;2582200;"OK."
560;2582360;2588120;"So all of this is happening
to entertain someone."
561;2588400;2590560;"-Someone who's controlling you.
-Uh-huh."
562;2592280.0001;2596240;"So why aren't you
in a more entertaining scenario?"
563;2598880;2601440;"-What do you mean?
-Well, look at you."
564;2601960;2605440;"You're in a small ordinary room,
in an ordinary part of the world,"
565;2605520;2607480;"talking to an ordinary woman."
566;2608960;2613400;"If this was entertainment,
surely you'd make it more interesting."
567;2614080;2616320;"Inject a little action, isn't that right?"
568;2618160;2622600;"I mean, wouldn't you want
a little more action"
569;2622680;2625440;"if you were watching this now on telly?"
570;2637160;2638440;"[screams]"
571;2642240;2643480;"[grunts]"
572;2644760.0001;2649480;"Come at me. Come on, mummy's boy.
What are you waiting for?"
573;2656920;2659200;"Come on. I dare you."
574;2662400;2665240;"-[woman] Cut!
-[alarm rings]"
575;2665720;2669080;"Sorry, are you OK?"
576;2670520;2671640;"[man] Two sugars."
577;2674800;2676160;"I-I was, er..."
578;2677480;2678640;"Window."
579;2679520;2680560;"Window."
580;2680640;2682920;"I was trying to open the window.
To jump out."
581;2684240;2685640;"[woman] You don't jump out."
582;2686400;2688120;"You can't jump out. It doesn't open, look."
583;2688200;2691400;"You're not scripted to jump out,
see, Mike?"
584;2692240;2693920;"It's the fight scene now."
585;2697920;2698920;"Mike?"
586;2701440;2702440;"Mike?"
587;2703760.0001;2705800;"Er... Stefan."
588;2708120;2710160;"Do you want to sit down for a moment?"
589;2711800;2714120;"Can we get the medic down here please?"
590;2722560;2724200;"<i>You need to speak to her.</i>"
591;2726240;2728520;"<i>I'm concerned about you, OK?</i>"
592;2730280.0001;2731960;"<i>You need to speak to her.</i>"
593;2734040;2736280.0001;"<i>I'm concerned about you, OK?</i>"
594;2738120;2739800;"<i>You need to speak to her.</i>"
595;2741800;2744000;"<i>I'm concerned about you, OK?</i>"
596;2746040;2747680;"<i>You need to speak to her.</i>"
597;2749560;2750560;"<i>I'm concerned about...</i>"
598;2751400;2752680;"["Relax" playing]"
599;2752760.0001;2754000;"[music stops]"
600;2754600;2757120;"-Motown for computer games.
-[Stefan] Colin Ritman?"
601;2758480;2760200;"-We've met before.
-What's your answer?"
602;2760280.0001;2761600;"Bit of madness is what you need."
603;2762360;2763920;"Stefan, will you talk to me?"
604;2764000;2765560;"Dad, just fuck off!"
605;2766560;2767680;"[dad] Get your coat."
606;2768680;2769920;"This is Dr. Haynes' place."
607;2770000;2771640;"You need to speak to her."
608;2771840;2773080;"You're under pressure."
609;2774000;2776560;"You're not sleeping, you're not eating."
610;2781160;2782600;"Stefan, come back."
611;2783360;2784640;"Stefan!"
612;2785440;2786440;"[Stefan] Colin."
613;2788520;2789360;"Hi."
614;2791320;2793200;"How's Bandersnatch going?"
615;2794280.0001;2795240;"Not good."
616;2796080;2798880;"Not good. I'm just... lost."
617;2800560;2803040;"-You're in the hole.
-[Stefan] In the what?"
618;2803120;2806640;"-[Colin] In a fight with your own head.
-Yes. That's exactly it."
619;2807520;2811800;"-You got anywhere to be later?
-Er, well, no."
620;2813360;2814440;"Come with me."
621;2821120;2822320;"[door slams]"
622;2836320;2837160;"[door closes]"
623;2845280.0001;2847120;"Stefan, this is Kitty."
624;2851880;2853160;"And this is Pearl."
625;2853560;2854640;"[baby coos]"
626;2854720;2856280.0001;"Daddy's little legacy."
627;2860000;2861840;"Stefan's in the hole, Kit."
628;2863320;2864200;"[Kitty] Poor thing."
629;2865880;2867320;"Are you going to get him out?"
630;2868360;2869360;"Mm-hm."
631;2884720;2885920;"Grab a pew."
632;2913800;2914760.0001;"Here."
633;2916360;2919200;"-[Stefan] Oh. I haven't ever really--
-[Colin] Come on."
634;2936120;2939520;"[coughs]"
635;2944160;2945880;"[Colin] You'll get the hang of that."
636;2951720;2952600;"[coughs]"
637;2954960;2956320;"[Colin] One for you..."
638;2956720;2957960;"One for me."
639;2959960;2963200;"-What is it?
-It lets you see the bigger picture."
640;2964640;2967720;"-I-I don't know.
-It'll help you understand."
641;2969360;2970480;"Do you want it?"
642;2974000;2975000;"It's your choice."
643;2975640;2978400;"Totally up to you. Don't feel pressured."
644;2987400;2988360;"Yes."
645;2996400;2997440;"[Colin] Do this."
646;3017840;3018680;"Now what?"
647;3019880;3021440;"Now we just wait a bit."
648;3027680;3031040;"[gentle music plays]"
649;3046200;3047360;"[chuckles]"
650;3050520;3052080;"[laughs]"
651;3054120;3057000;"[laughs]"
652;3068040;3071040;"[blows]"
653;3077640;3079360;"[Colin] People think there's one reality"
654;3079440;3081720;"but there's loads of them,
all snaking off, like roots."
655;3081800;3084440;"And what we do on one path
affects what happens on the other paths."
656;3084520;3086320;"Time is a construct."
657;3086440;3088200;"People think you can't go back
and change things,"
658;3088640;3090920;"but you can, that's what flashbacks are,"
659;3091040;3093840;"they're invitations to go back
and make different choices."
660;3093920;3096960;"When you make a decision,
you think it's you doing it, but it's not."
661;3097040;3099800;"It's the spirit out there
that's connected to our world"
662;3099880;3101600;"that decides what we do"
663;3101680;3104200;"and we just have to go along for the ride."
664;3105240;3107240;"Mirrors let you move through time."
665;3107720;3108960;"The government monitors people,"
666;3109560;3111560;"they pay people to pretend
to be your relatives"
667;3112040;3114760.0001;"and they put drugs in your food
and they film you."
668;3115200;3117040;"There's messages in every game."
669;3117120;3119760.0001;"Like Pac-Man.
Do you know what PAC stands for?"
670;3120680;3123000;"P-A-C: "Program and Control.""
671;3123080;3126920;"He's Program and Control Man,
the whole thing's a metaphor,"
672;3127000;3130040;"he thinks he's got free will
but really he's trapped in a maze,"
673;3130120;3132200;"in a system, all he can do is consume,"
674;3132280.0001;3134600;"he's pursued by demons
that are probably just in his own head,"
675;3134960;3137680;"and even if he does manage to escape
by slipping out one side of the maze,"
676;3137760.0001;3140120;"what happens?
He comes right back in the other side."
677;3140720;3142000;"People think it's a happy game,"
678;3142080;3145200;"it's not a happy game,
it's a fucking nightmare world"
679;3145280.0001;3147520;"and the worst thing is
it's real and we live in it."
680;3147840;3148680;"It is all code."
681;3149400;3151560;"If you listen closely,
you can hear the numbers."
682;3153200;3157920;"There's a cosmic flowchart that dictates
where you can and where you can't go."
683;3159000;3162160;"I've given you the knowledge.
I've set you free."
684;3164440;3165560;"Do you understand?"
685;3167800;3168720;"Maybe."
686;3170240;3171960;"Yes. Sort of."
687;3172320;3176040;"I'll show you what I mean. Come with me."
688;3184760.0001;3186440;"We're on one path."
689;3187080;3188680;"Right now, me and you."
690;3189560;3192160;"And how one path ends is immaterial."
691;3192240;3198080;"It's how our decisions along that path
affect the whole that matters."
692;3198760.0001;3200000;"Do you believe me?"
693;3200960;3203520;"[chuckles] I don't know."
694;3204240;3205280.0001;"I'll prove it."
695;3206120;3209520;"One of us is going over."
696;3210800;3211840;"Over there."
697;3213440;3216080;"[wind howls]"
698;3216160;3217320;"You'd die. You'd die."
699;3218000;3222200;"It wouldn't matter
because there are other timelines, Stefan."
700;3222880;3225200;"How many times
have you watched Pac-Man die?"
701;3225640;3227000;"Doesn't bother him."
702;3228480;3229920;"He just tries again."
703;3230800;3234520;"One of us is jumping,
so who's it going to be?"
704;3240040;3241720;"It's a nice breeze up here."
705;3245080;3249080;"So, come on, which one of us is jumping?"
706;3255120;3256080;"I'll do it."
707;3256880;3257840;"I like your style."
708;3267120;3269800;"Oh! Oh! [pants]"
709;3271000;3274520;"[laughs]"
710;3278640;3279680;"[thuds]"
711;3282440;3284520;"{\an8}["Silent Night" playing]"
712;3298080;3301920;"[video game theme plays]"
713;3302800;3306320;"<i>So, Robin, Bandersnatch, any good?</i>"
714;3306400;3309200;"<i>This is hard to say,</i>
<i>because as you may know,</i>"
715;3309280.0001;3312040;"<i>the original author of this game</i>
<i>was killed in a tragic accident.</i>"
716;3312120;3314960;"-[woman] <i>Indeed.</i>
<i>-But it's just not a good game.</i>"
717;3315040;3319240;"<i>It seems someone else finished it off</i>
<i>quickly but it's just abrupt and jarring.</i>"
718;3319320;3323320;"<i>And unnecessary, and horrible,</i>
<i>and violent, unsettling, and weird,</i>"
719;3323400;3327720;"<i>and awful, and scary, and dark,</i>
<i>and bleak and creepy...</i>"
720;3331280.0001;3335560;"<i>The healthiest thing to do</i>
<i>is to talk about any concerns you may have</i>"
721;3335800;3338040;"<i>instead of bottling them up inside.</i>"
722;3338800;3340440;"<i>You need to speak to her.</i>"
723;3340520;3344840;"<i>The healthiest thing to do</i>
<i>is to talk about any concerns you may have</i>"
724;3345120;3347360;"<i>instead of bottling them up inside.</i>"
725;3348080;3349720;"<i>You need to speak to her.</i>"
726;3349840;3354120;"<i>The healthiest thing to do</i>
<i>is to talk about any concerns you may have</i>"
727;3354400;3356600;"<i>instead of bottling them up inside.</i>"
728;3357360;3359000;"<i>You need to speak to her.</i>"
729;3360040;3362360;"[Colin] How many times
have you watched Pac-Man die?"
730;3362800;3364160;"Doesn't bother him."
731;3365600;3367080;"He just tries again."
732;3367960;3371600;"One of us is jumping,
so who's it going to be?"
733;3377200;3378920;"It's a nice breeze up here."
734;3382240;3386240;"So, come on, which one of us is jumping?"
735;3391400;3392320;"You do it."
736;3393760.0001;3394600;"Fair enough."
737;3397640;3398480;"[laughs]"
738;3398680;3400040;"See you around."
739;3403960;3404920;"[thuds]"
740;3412960;3413880;"Where's Colin?"
741;3418080;3419000;"[screams]"
742;3424160;3425480;"-[growls]
-[gasps]"
743;3425560;3428800;"["Making Plans For Nigel" playing]"
744;3428880;3429840;"[dad] We're here."
745;3432840;3436720;"-Colin jumped and I didn't stop him.
-Stefan..."
746;3437640;3440320;"maybe you're not well."
747;3441040;3442880;"Go and speak to Dr. Haynes."
748;3444160;3445160;"Please."
749;3447960;3448800;"Alright."
750;3450680;3451760;"What sort of things?"
751;3451840;3453960;"What I have for breakfast.
What music I listen to."
752;3454040;3455480;"Whether I bite my fucking nails."
753;3455560;3458200;"-[Haynes] You feel you're not...
-Making these decisions, no,"
754;3458280;3460280;"and we've talked about this before.
I'm sure we have."
755;3460360;3463160;"And you tell me I feel guilty about my mum
and you up my dose."
756;3463240;3465520;"And, yes, I am taking my medication, OK?"
757;3466160;3468280;"So just write me the fucking prescription."
758;3480120;3483760;"We can't dupe them fast enough.
Everybody wants a bit of Colin Ritman."
